names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000165804,10.8832445,5.084916,1.3854279258174676e-27,1.5124878923473938e-25
ENSG00000261312,10.86617,3.3880267,1.6706859633018475e-27,1.8157284756315503e-25
ENSG00000267688,10.852375,8.233165,1.9431031481763147e-27,2.102368209785766e-25
ENSG00000136699,10.752903,1.746979,5.742540442390996e-27,6.18560934052392e-25
ENSG00000119723,10.7210865,3.8629313,8.10454615803071e-27,8.652941880441949e-25
ENSG00000267580,10.714539,5.457986,8.69898859322472e-27,9.246872260762909e-25
ENSG00000117242,10.703787,3.3191166,9.770207335145912e-27,1.0295249781504189e-24
ENSG00000198752,10.699876,3.9889925,1.0191456248436684e-26,1.0692646477797034e-24
ENSG00000210140,10.681009,2.6578956,1.2490600491005399e-26,1.3048370409483054e-24
ENSG00000285103,10.672365,5.3679724,1.3709175056455917e-26,1.4259895565161612e-24
ENSG00000231806,10.6448765,5.5430408,1.842278736647519e-26,1.9080969000593702e-24
ENSG00000267458,10.523879,2.324961,6.705513911584238e-26,6.886221828862525e-24
ENSG00000176868,10.522301,3.0216947,6.818785078301557e-26,6.972998951802385e-24
ENSG00000096696,10.52158,2.6863177,6.871195879729226e-26,6.997071568954518e-24
ENSG00000259627,10.431124,6.5444365,1.787613701518129e-25,1.790272961569974e-23
ENSG00000275183,10.429196,2.4330013,1.8242417022334499e-25,1.819437115034152e-23
ENSG00000285608,10.391959,2.6484208,2.6975348625144237e-25,2.6684675480775333e-23
ENSG00000163291,10.348974,4.1565337,4.229924848948848e-25,4.150463912515153e-23
ENSG00000259357,10.312087,3.8329153,6.213729118301544e-25,6.072416891578879e-23
ENSG00000119720,10.239607,2.571749,1.3177023604872202e-24,1.277433376350731e-22
ENSG00000041988,10.168582,3.7581704,2.7386746928234624e-24,2.6234988085086734e-22
ENSG00000143153,10.066439,2.176054,7.774225494173528e-24,7.417957837668883e-22
ENSG00000171345,10.045115,2.342502,9.653477623060184e-24,9.17496798715634e-22
ENSG00000210144,10.044056,2.647308,9.757761708152864e-24,9.237855967140344e-22
ENSG00000261320,10.028626,4.5564294,1.1409230151735127e-23,1.0717600851064051e-21
ENSG00000100979,10.016184,3.8065038,1.2940264523170162e-23,1.2108889999364943e-21
ENSG00000230590,10.013514,2.2547317,1.3294570238175912e-23,1.239258478047813e-21
ENSG00000172426,9.962831,3.0554533,2.216600848300526e-23,2.0582964812035075e-21
ENSG00000169251,9.882957,1.6919296,4.935419395795909e-23,4.5480921854186176e-21
ENSG00000119772,9.818424,1.5340592,9.379847881266467e-23,8.578490311334871e-21
ENSG00000280211,9.815798,3.4105382,9.62732435587047e-23,8.771723048454011e-21
ENSG00000259488,9.779136,1.991402,1.3838733745493687e-22,1.251475936775317e-20
ENSG00000231663,9.770502,3.152967,1.5070267081838128e-22,1.3577806431056833e-20
ENSG00000141736,9.763526,1.986034,1.6144213385572555e-22,1.44915242819532e-20
ENSG00000210196,9.648896,1.9838594,4.96878717423655e-22,4.4273355130440084e-20
ENSG00000053524,9.642382,4.993627,5.2945151924437395e-22,4.700288285863241e-20
ENSG00000166337,9.614217,2.1072738,6.963716070130851e-22,6.137186279116047e-20
ENSG00000172613,9.577115,2.9489255,9.979345519697726e-22,8.763022391862104e-20
ENSG00000280143,9.560311,4.3860784,1.1740335464229601e-21,1.0272157772962766e-19
ENSG00000279110,9.485713,4.5342298,2.4073223777925283e-21,2.0762941333871784e-19
ENSG00000257553,9.34214,1.7461666,9.440628539810873e-21,8.000107457722249e-19
ENSG00000217702,9.318281,2.198673,1.1824057012921382e-20,9.98494236115549e-19
ENSG00000164300,9.277764,3.153248,1.7307234063644193e-20,1.4464073267809678e-18
ENSG00000040531,9.27525,4.9991965,1.7720178501555296e-20,1.4758290246175058e-18
ENSG00000076344,9.245564,8.407842,2.3400180314743575e-20,1.9422149661237165e-18
ENSG00000101160,9.231026,1.7287135,2.680519061108416e-20,2.217237541468381e-18
ENSG00000139351,9.230394,4.1068053,2.6963612099498576e-20,2.2227554518484607e-18
ENSG00000171747,9.223982,1.459626,2.862670574001622e-20,2.351853695983163e-18
ENSG00000270117,9.207719,1.304836,3.3312860267210125e-20,2.718419129414494e-18
ENSG00000148339,9.204743,3.7699134,3.4248795518505944e-20,2.785415463713121e-18
ENSG00000138078,9.164227,3.8299546,4.9903444324984523e-20,4.031532922201083e-18
ENSG00000272821,9.111786,3.2658036,8.103680379313696e-20,6.503337671292939e-18
ENSG00000144741,9.054251,3.77457,1.3750829720689718e-19,1.0998848485499537e-17
ENSG00000261604,9.013216,4.271346,2.0010117947652565e-19,1.595280324274038e-17
ENSG00000264577,8.943463,1.6870095,3.771593377105041e-19,2.9872005584156136e-17
ENSG00000204623,8.928114,1.3512882,4.3333495063376214e-19,3.4209465353615174e-17
ENSG00000235027,8.920461,2.0435977,4.643514682864966e-19,3.642078377149363e-17
ENSG00000175309,8.9114895,2.7316065,5.035136757516512e-19,3.936502401779683e-17
ENSG00000111057,8.899036,1.7078928,5.633379117930888e-19,4.375980009685033e-17
ENSG00000265784,8.896501,3.9315884,5.763534045459168e-19,4.4627799081708756e-17
ENSG00000130733,8.89455,2.1166105,5.865624728110642e-19,4.527365634092023e-17
ENSG00000062716,8.882536,2.4231339,6.535290720603319e-19,5.028231933477525e-17
ENSG00000269243,8.863355,1.7194908,7.764240257766974e-19,5.954877433140518e-17
ENSG00000112309,8.859759,2.8543012,8.018761253311505e-19,6.130684471143774e-17
ENSG00000157911,8.85037,3.3727489,8.722898957136771e-19,6.648055947332289e-17
ENSG00000248527,8.839438,1.3151989,9.62007692391564e-19,7.26330792299126e-17
ENSG00000232998,8.836046,2.1575408,9.91657625853325e-19,7.463917459683597e-17
ENSG00000183208,8.75082,2.6532173,2.1180791737039136e-18,1.5650538674965868e-16
ENSG00000106785,8.735154,2.8196406,2.433237810440587e-18,1.7924605341592118e-16
ENSG00000125966,8.719916,4.0751023,2.7840626382836554e-18,2.0446830939831114e-16
ENSG00000138443,8.680178,3.3682113,3.951511243701587e-18,2.8673301348009477e-16
ENSG00000166825,8.624107,3.3149004,6.459425676439337e-18,4.673153453557724e-16
ENSG00000132600,8.618687,3.9786935,6.7726343324301825e-18,4.885165645261247e-16
ENSG00000175182,8.612916,5.939654,7.122505851618504e-18,5.122286404149142e-16
ENSG00000245748,8.548371,4.0028486,1.2483764963460464e-17,8.898721401600818e-16
ENSG00000140398,8.5192375,3.2285802,1.6060728304354667e-17,1.134833268759008e-15
ENSG00000267026,8.490724,5.4166293,2.0535459419418934e-17,1.4426011434464848e-15
ENSG00000198712,8.484356,3.8772712,2.1691711595058534e-17,1.5194228965833486e-15
ENSG00000170584,8.465388,3.294191,2.55301721633565e-17,1.7831390563432512e-15
ENSG00000075975,8.432445,2.093554,3.385178545555792e-17,2.357562851439373e-15
ENSG00000197273,8.425232,4.0659633,3.600371813976408e-17,2.500246741648488e-15
ENSG00000039123,8.412564,3.3338962,4.011444305103418e-17,2.7619705732524555e-15
ENSG00000272173,8.402353,1.6635257,4.3762033209300276e-17,2.996092194521473e-15
ENSG00000279689,8.375879,2.2653897,5.481324393934624e-17,3.731611741893245e-15
ENSG00000162599,8.367449,3.849474,5.887913442297683e-17,3.9971840388662926e-15
ENSG00000067182,8.361182,4.18349,6.209274934151809e-17,4.203575064360426e-15
ENSG00000140675,8.326819,2.3324018,8.304342304923637e-17,5.590667780614702e-15
ENSG00000166260,8.278503,3.9355783,1.2473301630277786e-16,8.327904636678027e-15
ENSG00000167971,8.277489,3.7649236,1.257997540193886e-16,8.376051753884345e-15
ENSG00000197753,8.236894,3.2997808,1.7673998607905065e-16,1.1639864952749651e-14
ENSG00000145916,8.193841,2.25162,2.530199804802787e-16,1.6573492559243335e-14
ENSG00000267165,8.181522,3.9368954,2.802804654428782e-16,1.8309642481060905e-14
ENSG00000213918,8.177803,3.320756,2.890658841638569e-16,1.8832797765040958e-14
ENSG00000012211,8.155004,1.9840968,3.491708574863279e-16,2.268768070251647e-14
ENSG00000181826,8.133274,2.205421,4.1784892444530804e-16,2.700529742095063e-14
ENSG00000111752,8.129104,2.6655045,4.3247544373090963e-16,2.7876262910272144e-14
ENSG00000253764,8.107341,7.9131584,5.173953846431936e-16,3.326152398464838e-14
ENSG00000143882,8.1005,1.3741137,5.473383648011265e-16,3.500077205625357e-14
ENSG00000163624,8.09748,5.210622,5.610960546083714e-16,3.578611573549603e-14
ENSG00000197183,8.090503,2.6924326,5.941880654587395e-16,3.779722297758008e-14
ENSG00000173702,8.06146,3.261352,7.538890962704918e-16,4.770562960107477e-14
ENSG00000289924,8.02819,4.581842,9.892164880769005e-16,6.211049431355378e-14
ENSG00000197548,8.025439,3.5225697,1.0116311607546429e-15,6.33537281965104e-14
ENSG00000267128,8.021315,5.4333625,1.0461944350096487e-15,6.534940290436558e-14
ENSG00000258430,7.988732,3.6475058,1.3633366056717693e-15,8.472263070528462e-14
ENSG00000180104,7.8931823,4.6116414,2.9457697184085912e-15,1.821267216718128e-13
ENSG00000187066,7.872366,2.2527564,3.479964543112254e-15,2.1460666836353333e-13
ENSG00000125144,7.8191023,4.6428204,5.320131870890674e-15,3.239666231731316e-13
ENSG00000173209,7.81722,1.832048,5.4002564097759585e-15,3.2802158984293265e-13
ENSG00000163382,7.770764,1.8333638,7.801414018822912e-15,4.726876754004803e-13
ENSG00000188368,7.7617364,2.946014,8.377434876816988e-15,5.050634618769565e-13
ENSG00000137135,7.755786,2.3482747,8.77981594102737e-15,5.26702027590939e-13
ENSG00000189060,7.7385645,2.4649715,1.0054540149280157e-14,6.002015641821524e-13
ENSG00000119866,7.736412,4.0753527,1.022616732380773e-14,6.074543903426572e-13
ENSG00000161999,7.7271366,2.425816,1.0999262947487442e-14,6.517802855630944e-13
ENSG00000267484,7.7263813,3.5429652,1.1064674206429172e-14,6.54057180651262e-13
ENSG00000261790,7.7189317,3.194119,1.1730867355638048e-14,6.91750124650228e-13
ENSG00000225335,7.690192,2.448523,1.469138773306653e-14,8.621318961225192e-13
ENSG00000273175,7.6889415,1.4395065,1.483573426656146e-14,8.684996514115544e-13
ENSG00000119185,7.6728024,3.90339,1.6827870818503033e-14,9.827476558005773e-13
ENSG00000197747,7.5787625,1.5425535,3.4886576631835455e-14,2.0179261843655468e-12
ENSG00000167100,7.558093,4.7529864,4.090216164376258e-14,2.354767946834235e-12
ENSG00000166126,7.5579467,3.0672214,4.0948248190656054e-14,2.354767946834235e-12
ENSG00000197885,7.5577774,2.16205,4.100148842895062e-14,2.354767946834235e-12
ENSG00000270761,7.547172,1.6664538,4.4481083700734676e-14,2.542555529648598e-12
ENSG00000256879,7.545876,4.0613637,4.4925751105093544e-14,2.5619305971365815e-12
ENSG00000233860,7.5341887,5.873847,4.9138052220478624e-14,2.7955629897077935e-12
ENSG00000215256,7.5288463,2.0337946,5.1190519631817854e-14,2.9044823231760363e-12
ENSG00000253304,7.5285873,3.1466115,5.129222785605477e-14,2.9044823231760363e-12
ENSG00000266978,7.5252285,1.4960604,5.26281143629666e-14,2.9731817708644724e-12
ENSG00000255404,7.5194244,5.740838,5.501787589249035e-14,3.093766218399991e-12
ENSG00000259884,7.504469,1.7574561,6.167820471240669e-14,3.4602615032636307e-12
ENSG00000274177,7.499093,2.8401577,6.426100155989231e-14,3.5968351819989604e-12
ENSG00000255224,7.47112,1.461568,7.951515969323494e-14,4.430562060967202e-12
ENSG00000224186,7.4517126,3.5821512,9.213640530204749e-14,5.121600731422989e-12
ENSG00000236782,7.446765,1.2354177,9.565698224310153e-14,5.305131857308487e-12
ENSG00000198198,7.4305468,0.96594006,1.0814971416269691e-13,5.984284183669229e-12
ENSG00000119888,7.4291153,0.49302834,1.0932633231318027e-13,6.0356104554492876e-12
ENSG00000266036,7.3735976,1.6980183,1.6608375630214543e-13,9.127451060632192e-12
ENSG00000175110,7.324944,1.4199015,2.3899884039230414e-13,1.3045891657089826e-11
ENSG00000115386,7.3233094,5.7219143,2.4192874858713017e-13,1.3176146406197048e-11
ENSG00000289987,7.313651,3.316828,2.5997996270192956e-13,1.41275210225201e-11
ENSG00000289637,7.2934093,3.9609926,3.022078778404365e-13,1.6385481269218836e-11
ENSG00000280162,7.282432,27.842154,3.278548546349964e-13,1.7696860260431565e-11
ENSG00000219410,7.2674537,3.0459707,3.663263254509635e-13,1.972952183028789e-11
ENSG00000279069,7.196,1.3438258,6.20046121900551e-13,3.302733584699286e-11
ENSG00000136826,7.1817317,2.2830517,6.883385119868518e-13,3.6424830079723446e-11
ENSG00000198728,7.17746,2.3021014,7.101824226378252e-13,3.749886970599201e-11
ENSG00000260681,7.175364,5.4562883,7.211501522428118e-13,3.799520671686258e-11
ENSG00000186919,7.168951,2.9217343,7.557445433771986e-13,3.9645508124003865e-11
ENSG00000106246,7.1547956,2.3662264,8.379760658631526e-13,4.3864336786737296e-11
ENSG00000137801,7.115654,3.2885485,1.1138347910695174e-12,5.768141024863424e-11
ENSG00000164855,7.0766926,3.1115835,1.4763573976281815e-12,7.58071989171962e-11
ENSG00000257167,7.0416303,1.7294979,1.9000325502713562e-12,9.735557904519363e-11
ENSG00000198788,7.0249615,5.6226315,2.141251155853569e-12,1.0948388821364367e-10
ENSG00000092330,7.0110655,2.3281615,2.3651030832730217e-12,1.2042150908866587e-10
ENSG00000173786,7.007842,2.0727732,2.4202190778913345e-12,1.229694540288771e-10
ENSG00000108556,6.9728136,2.297527,3.106636398999844e-12,1.565331388069859e-10
ENSG00000155008,6.9682946,1.6089197,3.20806316697377e-12,1.613083379974612e-10
ENSG00000185246,6.963786,2.0552146,3.312469794746358e-12,1.662132876717862e-10
ENSG00000116062,6.9514565,1.0899976,3.6153374124028438e-12,1.8103578001445314e-10
ENSG00000218537,6.9159436,8.249074,4.6475872886904406e-12,2.312914281903522e-10
ENSG00000092841,6.900368,1.1778233,5.186793046492556e-12,2.565451352546808e-10
ENSG00000253133,6.89852,2.1430702,5.254714822422407e-12,2.593752921308136e-10
ENSG00000166145,6.891825,3.343233,5.50810015528707e-12,2.707795443479461e-10
ENSG00000188163,6.8865957,2.9836302,5.714326411698632e-12,2.803490180443888e-10
ENSG00000100241,6.883688,2.8888988,5.832249593765749e-12,2.855563659687004e-10
ENSG00000104043,6.8800254,5.920779,5.984195250237105e-12,2.924051533966663e-10
ENSG00000260304,6.87146,0.8690853,6.354819869565551e-12,3.098901697359974e-10
ENSG00000082701,6.8120313,2.7449033,9.623010207499492e-12,4.664465507779154e-10
ENSG00000138286,6.8011556,3.7056692,1.0378330393515067e-11,5.020543221900821e-10
ENSG00000196566,6.800062,3.9987364,1.0457391410035625e-11,5.048711916606043e-10
ENSG00000002933,6.7966247,3.3141496,1.0709849136258798e-11,5.160316176269745e-10
ENSG00000173113,6.793221,2.5559635,1.0965703086240742e-11,5.273110714248624e-10
ENSG00000131470,6.784374,3.3558154,1.1659092465214345e-11,5.595440890830393e-10
ENSG00000255114,6.764448,1.5514662,1.3381833217669185e-11,6.409527862913643e-10
ENSG00000183798,6.7470465,7.2937284,1.508847177025984e-11,7.212706150375097e-10
