names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000181885,4.667841,2.5922968,3.0438115640691763e-06,8.402029278676602e-05
ENSG00000247679,4.665215,2.1340468,3.0829435069293423e-06,8.50036619271212e-05
ENSG00000286722,4.6619806,4.113584,3.1318082376970403e-06,8.62528459645744e-05
ENSG00000092421,4.6548576,2.7658298,3.2420455917393026e-06,8.888486081605625e-05
ENSG00000072201,4.6290035,2.0302386,3.6742944451757896e-06,0.00010016895407568104
ENSG00000136872,4.625972,6.0810075,3.7284594433014395e-06,0.00010153139670545358
ENSG00000129347,4.617756,2.3740072,3.879123924662308e-06,0.00010551565369036556
ENSG00000100441,4.609765,1.1764061,4.031241491621385e-06,0.00010940780379724066
ENSG00000095787,4.6094494,1.1863098,4.037364794487663e-06,0.00010945142411543959
ENSG00000144426,4.60901,2.2294645,4.045908537150819e-06,0.00010956049084512541
ENSG00000164776,4.595508,2.2779412,4.316958903071365e-06,0.000116639705657567
ENSG00000179564,4.5941896,4.1617174,4.344343874170677e-06,0.00011724890660846384
ENSG00000216937,4.586526,1.6401873,4.506829135401842e-06,0.00012149889980600559
ENSG00000188603,4.578118,4.618639,4.691778950093974e-06,0.00012606425125773565
ENSG00000289891,4.5641203,1.486479,5.015930881612718e-06,0.00013462469639730434
ENSG00000162627,4.533521,4.164213,5.800839017348806e-06,0.0001544935543125996
ENSG00000159166,4.5322704,2.6888845,5.835309241506018e-06,0.00015524100414614694
ENSG00000091136,4.5285735,2.70455,5.938316526519857e-06,0.00015780815716747286
ENSG00000287175,4.5251365,2.3913152,6.035660446556161e-06,0.00016004405534216098
ENSG00000230212,4.5185657,3.5953116,6.225996467141676e-06,0.00016473062268301927
ENSG00000170248,4.5163455,1.6581125,6.2916008422616005e-06,0.00016592300110234183
ENSG00000134755,4.5064163,3.111898,6.593168848279002e-06,0.00017368700022488031
ENSG00000172250,4.5027423,3.9607704,6.7082259242578055e-06,0.00017652612757905773
ENSG00000231840,4.500725,6.602087,6.772215746674199e-06,0.00017801672541908447
ENSG00000117593,4.495022,2.1717098,6.956276765819903e-06,0.00018245922477966577
ENSG00000134255,4.4873466,0.93519133,7.211561002905362e-06,0.00018895069455828576
ENSG00000254400,4.482726,1.4538249,7.369551536320934e-06,0.0001928816965812896
ENSG00000148331,4.480562,2.005822,7.444670210295062e-06,0.00019442783105249044
ENSG00000174992,4.4724026,3.068788,7.734569724771204e-06,0.00020091643285054118
ENSG00000149927,4.471749,4.0181904,7.758254922615926e-06,0.00020131591681426077
ENSG00000287045,4.4637017,5.5902185,8.055568282960755e-06,0.00020813939542200092
ENSG00000135452,4.4608393,1.8026631,8.163938045463127e-06,0.0002107148056121878
ENSG00000102934,4.4557223,1.1334273,8.361118891557262e-06,0.00021557455048487427
ENSG00000153113,4.453513,0.9346304,8.447644925320336e-06,0.00021757398768338328
ENSG00000166266,4.439414,1.7678999,9.020407277863478e-06,0.00023134242411248598
ENSG00000099834,4.4328885,2.526396,9.297888379158702e-06,0.0002377042434148632
ENSG00000010278,4.42722,1.2468517,9.545549665509332e-06,0.00024345663689736064
ENSG00000162390,4.4270506,5.0385184,9.553031097928287e-06,0.00024345663689736064
ENSG00000242396,4.421517,5.0344176,9.801039173646545e-06,0.0002495146905593463
ENSG00000149476,4.4185305,3.5413136,9.93743612276232e-06,0.00025272161791318744
ENSG00000253187,4.408714,5.04789,1.0398632217925888e-05,0.00026417321848391177
ENSG00000234608,4.405006,1.291488,1.0578100475617739e-05,0.000268451144635677
ENSG00000117983,4.381992,3.304939,1.1759918913606987e-05,0.0002981311660985135
ENSG00000177463,4.3812256,2.503479,1.1801365176283073e-05,0.00029855729270605066
ENSG00000145012,4.3733363,1.7697139,1.2236201795542229e-05,0.00030918191478231685
ENSG00000198840,4.3729305,0.6199597,1.2258973257520625e-05,0.00030918191478231685
ENSG00000075624,4.372919,0.7120687,1.2259606375053905e-05,0.00030918191478231685
ENSG00000176597,4.3634186,4.7283354,1.2804571836235586e-05,0.0003225900239324383
ENSG00000224721,4.3629227,4.663857,1.2833641600021881e-05,0.0003229866436325341
ENSG00000224424,4.3624268,1.2859229,1.2862774325724684e-05,0.0003231488061867079
ENSG00000266933,4.362359,0.6503155,1.2866751855511352e-05,0.0003231488061867079
ENSG00000157388,4.347336,3.6135945,1.3780126042845818e-05,0.00034572995318262037
ENSG00000257663,4.333845,1.8562706,1.4652731594861562e-05,0.0003672426090310908
ENSG00000157106,4.329089,1.1193786,1.4972742698732594e-05,0.0003748754050066975
ENSG00000253295,4.323386,3.6377964,1.536524081845605e-05,0.0003843054452797738
ENSG00000150773,4.317593,3.2677865,1.577397668682224e-05,0.00039412175152765347
ENSG00000117009,4.313367,2.6935685,1.607869626992975e-05,0.00040132160947272647
ENSG00000168434,4.3093095,1.9558972,1.6376499919066437e-05,0.0004083342099161463
ENSG00000145113,4.302322,2.0815675,1.690174626255482e-05,0.0004201340742761832
ENSG00000175029,4.2949176,1.667549,1.7475841532789902e-05,0.000433959523963828
ENSG00000185250,4.2867126,1.3367668,1.813366741000086e-05,0.00044937378665519507
ENSG00000176387,4.259923,2.3164027,2.044973269032698e-05,0.0005041909679377056
ENSG00000049759,4.258379,1.6399143,2.0591464408746078e-05,0.0005071694424902133
ENSG00000115694,4.252609,3.673436,2.1129471457444082e-05,0.0005198922540534161
ENSG00000087053,4.252248,2.263604,2.116353746125556e-05,0.000520202326481734
ENSG00000288012,4.2374387,1.0029812,2.2608409786719634e-05,0.000554115179825506
ENSG00000040199,4.236616,3.7867105,2.2691372931498095e-05,0.0005555031458260483
ENSG00000283103,4.2360973,0.75070447,2.2743799798884194e-05,0.0005562247547182213
ENSG00000261460,4.2299213,2.2800565,2.3377296303320106e-05,0.0005711412834750666
ENSG00000085733,4.227679,2.6192663,2.36114717291782e-05,0.0005762816000285627
ENSG00000126351,4.2217503,2.538574,2.424124283042509e-05,0.0005910571038613506
ENSG00000266283,4.214267,6.5120006,2.5059077054008687e-05,0.00061038371003111
ENSG00000236830,4.207798,1.5537355,2.5787148209625893e-05,0.0006274872731008967
ENSG00000267007,4.1991987,3.750657,2.6786141464461978e-05,0.0006504899043413833
ENSG00000105357,4.1902385,2.5333748,2.7866126730469604e-05,0.0006746887586809803
ENSG00000103197,4.186125,2.2938087,2.8375719893012547e-05,0.0006856569763978585
ENSG00000163875,4.185753,1.9468286,2.842222685597409e-05,0.0006860967032683148
ENSG00000183978,4.172499,2.801548,3.012767678806717e-05,0.0007250986838486554
ENSG00000165646,4.168442,3.6095564,3.066890460820367e-05,0.0007366616175266841
ENSG00000285830,4.1653423,2.3630338,3.108855399890521e-05,0.0007460021729875908
ENSG00000100445,4.1580844,1.9217669,3.209274970819076e-05,0.000767818244746013
ENSG00000120438,4.145067,0.63617826,3.397141441947647e-05,0.0008079795877040546
ENSG00000253392,4.14465,3.998976,3.403329017108071e-05,0.0008086576672414825
ENSG00000272447,4.1389585,0.9063955,3.488858425986088e-05,0.0008273578553052723
ENSG00000164307,4.1305623,1.2290004,3.6187709601885665e-05,0.0008556539804012692
ENSG00000157601,4.129503,2.1927073,3.635485232825826e-05,0.0008587682271224826
ENSG00000198561,4.1137805,2.5746324,3.892311721134054e-05,0.0009167547801108352
ENSG00000128311,4.1049447,1.9713111,4.044114380911985e-05,0.0009515840401532318
ENSG00000164597,4.1011353,1.0462867,4.111278437743497e-05,0.0009664495074408477
ENSG00000288913,4.09399,4.9107347,4.240125251499375e-05,0.000994808089015865
ENSG00000227218,4.09399,5.4759912,4.240125251499375e-05,0.000994808089015865
ENSG00000116138,4.086439,3.4630015,4.3804472353908614e-05,0.0010267361624461597
ENSG00000265907,4.08583,3.3074403,4.391946556968763e-05,0.001028436876856956
ENSG00000188916,4.075552,6.4379215,4.590536273187518e-05,0.0010708011272085917
ENSG00000100490,4.0672455,2.422364,4.7572104572821476e-05,0.0011086130061797128
ENSG00000157557,4.060337,2.681878,4.90019665894114e-05,0.001139742478177519
ENSG00000285600,4.0595255,5.203841,4.917256001765052e-05,0.0011426137723756261
ENSG00000173889,4.054217,1.0486879,5.030249015551715e-05,0.0011677501450278866
ENSG00000187634,4.049292,3.6095564,5.137282672584378e-05,0.0011903172356859941
ENSG00000198517,4.047849,26.588514,5.1690399317635817e-05,0.0011965315356850254
ENSG00000118094,4.047579,5.430965,5.175015092672998e-05,0.001196771620095637
ENSG00000282772,4.040749,1.0968606,5.328075196372924e-05,0.0012298212424694684
ENSG00000223947,4.0386076,26.597982,5.376941019737545e-05,0.0012399195295371946
ENSG00000111670,4.036579,1.65835,5.423626411929446e-05,0.0012494962901095253
ENSG00000181649,4.034979,3.0362992,5.460726716716538e-05,0.0012568487436499718
ENSG00000255108,4.0310564,2.7965064,5.552667862992629e-05,0.0012767975173386087
ENSG00000112304,4.0283294,2.0367844,5.617466338247178e-05,0.0012892510811908957
ENSG00000273611,4.023224,3.2269444,5.7406926546330754e-05,0.0013138000677779718
ENSG00000268592,4.0207553,4.5465693,5.801179586027725e-05,0.0013263904570468674
ENSG00000267139,4.0201244,26.601126,5.8167431921170854e-05,0.0013279096361836452
ENSG00000236526,4.01982,4.848164,5.824261195177483e-05,0.0013279096361836452
ENSG00000164120,4.017645,2.5211112,5.878269603136914e-05,0.0013389637415566376
ENSG00000142192,4.0095077,1.2431682,6.0845469011224854e-05,0.0013833497063377538
ENSG00000290123,4.0008407,2.07016,6.311780706966987e-05,0.0014323250675473025
ENSG00000167615,3.9987333,1.4384632,6.368239725461091e-05,0.0014401161866313948
ENSG00000157470,3.9829097,5.4002256,6.807661633574026e-05,0.0015333688415548334
ENSG00000137103,3.9751782,0.8086933,7.032654969348137e-05,0.0015811078463554866
ENSG00000224597,3.9742541,4.1980934,7.060015107573772e-05,0.0015857880087781087
ENSG00000104213,3.9731045,4.3984656,7.094188991487012e-05,0.0015919885592377706
ENSG00000266714,3.9676497,3.0797193,7.258491247801164e-05,0.0016252688955835993
ENSG00000269559,3.9675145,2.214317,7.262610224117174e-05,0.0016252688955835993
ENSG00000160683,3.964911,3.7195065,7.342332729610757e-05,0.0016415938748602058
ENSG00000261423,3.960482,1.1616466,7.47986960378027e-05,0.0016692644541180352
ENSG00000204420,3.9570556,3.998976,7.587926932080555e-05,0.001691821500698292
ENSG00000261235,3.9555454,6.4798274,7.636024721057843e-05,0.00169941868815021
ENSG00000231607,3.950733,1.707676,7.791221724855951e-05,0.0017291945945385424
ENSG00000173065,3.9452555,1.2619879,7.971490568635452e-05,0.001767585045026979
ENSG00000249042,3.9445794,2.877329,7.994017459460167e-05,0.0017709598459549965
ENSG00000272345,3.9395978,2.1533108,8.16182964365587e-05,0.0018064849611291657
ENSG00000265666,3.9374228,3.7137773,8.236144673652736e-05,0.0018194896934832963
ENSG00000196943,3.9374,2.7424076,8.236918115033953e-05,0.0018194896934832963
ENSG00000155657,3.9216554,1.7548395,8.794265548936208e-05,0.0019340999985845548
ENSG00000138193,3.9196494,2.744638,8.867787198570838e-05,0.0019485012742027456
ENSG00000154727,3.9140594,0.9029567,9.075731938088739e-05,0.001988783356704509
ENSG00000227053,3.9096189,6.5548573,9.244187506839048e-05,0.0020238674653636057
ENSG00000259172,3.909089,6.363416,9.264478465178697e-05,0.0020264792426179686
ENSG00000136536,3.9051557,1.6901509,9.416470795606972e-05,0.0020560142901110863
ENSG00000140948,3.8983598,2.7862644,9.684645744075848e-05,0.002108868591674953
ENSG00000105516,3.8808682,3.65533,0.00010408422595590685,0.0022583574756198373
ENSG00000128309,3.8748949,1.8090423,0.00010667070295301193,0.0023124071169670813
ENSG00000165092,3.873441,3.2373319,0.00010730935619731608,0.0023241729730099667
ENSG00000154710,3.8718858,1.6599774,0.00010799656007039596,0.002336968419523318
ENSG00000096433,3.868933,2.0912883,0.00010931269177562794,0.0023633384459180364
ENSG00000131368,3.8595335,1.5640401,0.00011360368025770051,0.00244955408783419
ENSG00000177426,3.8544054,3.5402145,0.00011601117672055813,0.0024992416702217307
ENSG00000235106,3.853673,3.3321335,0.00011635900724220303,0.002504508791760242
ENSG00000136159,3.8464487,1.1534214,0.00011984222705810063,0.002577192737338178
ENSG00000257386,3.8418167,1.9677252,0.00012212709775899952,0.002624000302559497
ENSG00000089472,3.8306365,3.021068,0.00012781225857834384,0.0027364469071596655
ENSG00000099812,3.827154,2.6663814,0.00012963348635765118,0.002772989563428097
ENSG00000103145,3.7963634,1.3495541,0.00014683424371894532,0.0031271306948790502
ENSG00000126773,3.796014,1.5108181,0.00014704121914437874,0.0031287892775971582
ENSG00000124104,3.7926555,3.2939713,0.00014904491538314215,0.0031686426045840644
ENSG00000099203,3.7923174,2.5087175,0.00014924804779094732,0.0031701802684148987
ENSG00000156966,3.7890828,2.245424,0.00015120456594112095,0.00320892632237216
ENSG00000265840,3.788136,3.8148427,0.00015178175726451615,0.0032183575407373696
ENSG00000100027,3.787054,2.65246,0.00015244394408464823,0.003229572927303789
ENSG00000286223,3.7823093,1.1483574,0.00015538015335852693,0.0032889025299539377
ENSG00000224699,3.7791648,3.1676033,0.00015735524073470282,0.003324901145986275
ENSG00000289260,3.7777221,2.023586,0.00015826925904573086,0.0033413011866135303
ENSG00000104960,3.7755132,1.3214086,0.00015967853808437023,0.0033681192767735396
ENSG00000136068,3.7674887,2.7503045,0.0001648979520067643,0.0034721692135846567
ENSG00000235078,3.7556324,0.6941612,0.00017290432666432207,0.003637594844649748
ENSG00000204616,3.7542012,2.8370504,0.00017389523826170992,0.0036491035561653177
ENSG00000271380,3.749659,2.204259,0.00017707510646942202,0.0037124500695440415
ENSG00000132016,3.7476304,1.5375217,0.00017851298941512074,0.003739361116218553
ENSG00000122642,3.7463005,3.248775,0.0001794615514951387,0.0037559845958861676
ENSG00000268218,3.745523,2.6299837,0.0001800184129028507,0.0037635080978758255
ENSG00000136709,3.7453651,1.2588947,0.00018013159735665775,0.0037635080978758255
ENSG00000177370,3.7430773,3.317563,0.00018178030925086942,0.003788157846091205
ENSG00000279033,3.728809,3.0466552,0.000192386879048818,0.004002307640023307
ENSG00000279160,3.7245038,4.0941715,0.00019569979345691952,0.004067736015627703
ENSG00000103266,3.722137,1.760934,0.0001975437893142728,0.004102546082108582
ENSG00000241743,3.7216976,1.3567473,0.0001978880381606003,0.004106176791832456
ENSG00000149483,3.7213593,2.0512931,0.00019815322843443108,0.004108162227833081
ENSG00000263272,3.719556,2.6064937,0.00019957322494123158,0.004134065538184349
ENSG00000177030,3.7059078,5.4156694,0.00021063497832115292,0.0043520454685349215
ENSG00000263753,3.703834,2.1392448,0.0002123652625039273,0.004384058349271875
ENSG00000115339,3.6852267,2.6931958,0.00022849917429829082,0.004693140668045234
ENSG00000279086,3.6832318,0.9212354,0.00023029553153392247,0.004722450313500131
ENSG00000257270,3.6826797,3.6131074,0.00023079516561976766,0.004728276951784184
ENSG00000233968,3.678983,6.6743703,0.000234165941803241,0.004793281896573774
ENSG00000230262,3.676695,2.9028056,0.00023627520895201296,0.004831074492548473
ENSG00000286161,3.6765485,0.64063704,0.0002364108907477508,0.004831074492548473
ENSG00000176834,3.6728745,3.780397,0.00023983737204017163,0.004888728804680908
ENSG00000121957,3.66485,1.4085743,0.0002474836437870343,0.005031890596327654
ENSG00000067836,3.6596994,3.8455229,0.0002525112847975998,0.005125513817717444
ENSG00000189221,3.6565661,1.3632408,0.0002556163662576075,0.005179864759715196
ENSG00000271848,3.6487896,2.3559253,0.00026347864206278785,0.005330274097690923
ENSG00000269604,3.6466146,1.4089714,0.00026571804395045506,0.0053710946732137025
ENSG00000235016,3.643842,1.8783545,0.0002685982805092184,0.005424789938684514
ENSG00000120306,3.642963,2.2017622,0.0002695176197744167,0.005438825173066414
ENSG00000127831,3.6425235,1.9201511,0.0002699783946911068,0.0054435909931228495
ENSG00000075539,3.6389282,1.1910478,0.0002737751132013325,0.005515555813422689
ENSG00000163249,3.6365952,2.6299837,0.0002762655249874536,0.0055611057006610684
ENSG00000214900,3.6353443,2.0717406,0.0002776096922682284,0.005583525727645464
ENSG00000188373,3.6340818,2.2830937,0.00027897217926286925,0.005606276730194776
ENSG00000070808,3.6320083,6.311731,0.00028122416258097077,0.005646850707798183
ENSG00000057294,3.6305768,1.7005066,0.0002827884446703615,0.005673560219396425
ENSG00000256013,3.6227326,26.46341,0.00029150696824929565,0.005843641755574796
ENSG00000232940,3.6219664,2.4701228,0.00029237214758542804,0.0058513058372257915
ENSG00000119042,3.6193628,1.8860396,0.0002953292107024734,0.005905609530185763
ENSG00000169876,3.6128488,4.6472673,0.0003028514685346483,0.006051037255899205
ENSG00000197961,3.6090844,1.1176932,0.0003072796550921094,0.006129407177623345
ENSG00000197102,3.602615,1.0826881,0.00031503169178619795,0.006273712475045434
ENSG00000185359,3.5985804,1.2263129,0.00031995888949712604,0.0063561669228297925
ENSG00000139163,3.5955262,1.1041266,0.00032373656497523866,0.0064165480875037996
ENSG00000150938,3.5954812,1.4804369,0.0003237926353778324,0.0064165480875037996
ENSG00000215692,3.5860367,1.8041354,0.0003357418967209963,0.006631654938003314
ENSG00000150967,3.5825315,0.3752926,0.00034028056947132463,0.00671036605509115
ENSG00000185689,3.5810888,1.9980452,0.0003421651981375682,0.006742045318749678
ENSG00000259661,3.57551,3.2241364,0.0003495456960712336,0.006881876108840307
ENSG00000004487,3.5732334,1.7874042,0.00035260010188796557,0.006936376679672673
ENSG00000103490,3.572918,1.9412729,0.0003530254494098653,0.006939111753363743
ENSG00000235862,3.5658514,3.7673974,0.0003626768127540327,0.007117275493041891
ENSG00000149716,3.5578609,3.4073095,0.00037388740288271996,0.007331339074648544
ENSG00000104886,3.556204,1.4506869,0.00037625192483064157,0.007371739410020557
ENSG00000075234,3.5542994,4.219419,0.0003789875907364698,0.007419340265823167
ENSG00000100036,3.5492501,4.0506306,0.00038632976609627277,0.007544793079056622
ENSG00000250602,3.544325,5.2300115,0.0003936195593280061,0.0076809691142299165
ENSG00000111802,3.5422513,1.6105207,0.00039672723086237185,0.007735383078986681
ENSG00000273711,3.5393324,5.247198,0.0004011404762688316,0.007815145163063829
ENSG00000104218,3.5372474,1.5417722,0.0004043208288509547,0.007870778801631919
ENSG00000095066,3.5349932,1.2767509,0.00040778553579835244,0.007931854129702142
ENSG00000256940,3.5214126,4.7766943,0.0004292542477545615,0.008336062458797719
ENSG00000174171,3.5154393,3.068145,0.000439027166665227,0.00851902514915808
ENSG00000261716,3.5127006,2.2230372,0.00044357705620567175,0.008600426827360529
ENSG00000171222,3.5124865,0.7777836,0.00044393465775362744,0.00860047990832687
ENSG00000237054,3.5076065,0.8872315,0.0004521575147246633,0.008752787162034297
ENSG00000130640,3.49442,1.1162409,0.00047509277232861706,0.0091747796256226
ENSG00000288873,3.4933608,0.293858,0.0004769817615621277,0.009203925137913797
ENSG00000260570,3.491952,2.1377716,0.0004795045688787788,0.009245244814117806
ENSG00000286599,3.4866662,2.8033473,0.0004890815146507777,0.009414916274087567
ENSG00000008394,3.4790587,1.3129615,0.0005031784294888637,0.009668949902641423
ENSG00000083857,3.478901,3.37621,0.0005034747803735549,0.009668949902641423
ENSG00000157306,3.4782584,3.7337406,0.0005046830325821094,0.009684479792288207
ENSG00000253806,3.4713159,2.0393422,0.0005179142342147669,0.00992266354184118
ENSG00000279296,3.4635055,2.3235524,0.0005331854680976698,0.010207174569364237
ENSG00000105072,3.4577239,2.450473,0.00054475928617521,0.010420509912977419
ENSG00000114861,3.441303,1.7253917,0.0005789196904143682,0.011065218940759168
ENSG00000288942,3.4377754,6.1994743,0.000586513818079178,0.011189496232850257
ENSG00000143450,3.4376402,0.96090865,0.0005868068044212196,0.011189496232850257
ENSG00000132669,3.436592,4.171958,0.0005890820726176031,0.01122405118864798
ENSG00000278713,3.4363666,0.7563015,0.0005895724493720028,0.011224570214438226
ENSG00000132780,3.4263136,0.8973026,0.0006118336590976738,0.011639246908862812
ENSG00000101384,3.4230225,3.0239997,0.0006192892527911064,0.01177183869070216
ENSG00000038945,3.4181764,2.914134,0.0006304224000830923,0.011974073110042182
ENSG00000106258,3.4130597,2.6637692,0.0006423788073180453,0.012172551035308949
ENSG00000155252,3.4124286,3.1705227,0.0006438681315246162,0.012191240652836405
ENSG00000248144,3.4013271,1.4275646,0.0006705949993985695,0.012667607486690359
ENSG00000259768,3.4007976,4.2556605,0.0006718957177764944,0.01268229331466598
ENSG00000188735,3.399197,1.6278975,0.0006758398102723531,0.012736900187994362
ENSG00000268983,3.3984983,1.9941012,0.0006775686200609526,0.012759559499453961
ENSG00000197956,3.3931224,1.0070642,0.0006910074281358416,0.012982369014186245
ENSG00000259948,3.3915222,3.9497442,0.0006950556782453303,0.013048310935672987
ENSG00000272916,3.3911388,3.5315948,0.0006960282427277368,0.013056455488196152
ENSG00000254986,3.3901584,1.8533384,0.0006985226252489619,0.013093112409538935
ENSG00000262136,3.3853009,2.0970087,0.0007110028347870787,0.013316742429597867
ENSG00000130702,3.3759804,2.576078,0.0007355319014080752,0.013744295422148119
ENSG00000171497,3.3734107,1.6665225,0.0007424313770161029,0.013861503362219346
ENSG00000258388,3.373219,1.1707907,0.0007429482120615172,0.013861503362219346
ENSG00000157379,3.371585,3.1248806,0.0007473701103895631,0.013933278458001117
ENSG00000159228,3.364169,1.9080259,0.0007677451952158366,0.014302131092429681
ENSG00000163110,3.3621855,2.3304484,0.0007732818302855135,0.014394207710291634
ENSG00000120437,3.358297,1.7273844,0.000784242592775439,0.014587032600541472
ENSG00000166140,3.3521998,1.6165679,0.000801721074513016,0.014900699357283326
ENSG00000138796,3.3515236,1.5885375,0.0008036816493052763,0.014925692300814312
ENSG00000280003,3.3456857,5.2976623,0.0008207939031086024,0.015220169116863113
ENSG00000115306,3.3454602,1.029811,0.0008214613368074095,0.015220899815645547
ENSG00000112297,3.3441641,0.950504,0.0008253088621353715,0.01528050846654917
ENSG00000114933,3.3414593,1.5759223,0.0008333923915846969,0.015418395421715048
ENSG00000138771,3.331316,2.2316413,0.0008643642385925625,0.015930594438425358
ENSG00000131165,3.3279462,4.3383713,0.0008748877133707094,0.016100059697230457
ENSG00000133943,3.3274841,1.0802374,0.0008763399572353345,0.016114548712864617
ENSG00000088808,3.3251286,2.0127351,0.0008837776548184159,0.016238995634707452
ENSG00000080493,3.3220968,3.5444107,0.0008934367127411997,0.016391621627551638
ENSG00000184227,3.3177803,5.212635,0.0009073581274764872,0.016621868161390888
ENSG00000172270,3.317476,1.0137696,0.0009083470791516144,0.01662741677516505
ENSG00000163251,3.3120437,3.3973799,0.0009261706450654598,0.016915351736101345
ENSG00000184381,3.3110633,2.0533774,0.0009294220817697933,0.016961952992298728
ENSG00000134864,3.307299,3.6380677,0.0009420030955800939,0.017165704529683575
ENSG00000265298,3.2897623,6.067112,0.0010027204671005459,0.018244694625111732
ENSG00000204520,3.2887142,2.6744998,0.001006461783443393,0.01829903059529938
ENSG00000264578,3.2841947,2.4125266,0.0010227421511379401,0.018581093534467102
ENSG00000242207,3.2715495,26.254866,0.0010695987507031311,0.01941782421126673
ENSG00000142959,3.2686079,3.3954406,0.00108077955327705,0.019591453442948832
ENSG00000135373,3.2603805,1.6110593,0.0011126281111415953,0.02015370321496839
ENSG00000147684,3.2575967,1.088803,0.0011235992651500747,0.020337230612529657
ENSG00000272195,3.253607,1.5354179,0.0011394975763336253,0.020578884694502045
ENSG00000253356,3.2514431,1.4947134,0.0011482071160782785,0.02072073541718031
ENSG00000166869,3.2495272,3.1201544,0.0011559700041935336,0.020845304331573274
ENSG00000132155,3.2338614,1.0463763,0.0012212866355162096,0.021925261406200634
ENSG00000103375,3.2308974,2.5887625,0.0012340222286016185,0.022106747623637943
ENSG00000226937,3.2307508,0.8146512,0.0012346549144176754,0.022106747623637943
ENSG00000152952,3.2306607,4.6302834,0.001235044408417469,0.022106747623637943
ENSG00000095110,3.2288125,1.7488582,0.0012430540842633623,0.02221729998982806
ENSG00000230918,3.2276404,2.4104378,0.0012481582164423526,0.022292087349813455
ENSG00000273623,3.2245972,3.617147,0.0012614998037529614,0.0225137770572583
ENSG00000103064,3.2175195,1.4885767,0.0012930422057657704,0.02305972840245711
ENSG00000235481,3.2156262,5.070065,0.0013016028603706484,0.023195328620546348
ENSG00000107554,3.2101038,2.6258373,0.0013268711060196873,0.023601906245481367
ENSG00000113722,3.2020116,1.4406054,0.0013647151583230572,0.02423094254733891
ENSG00000106546,3.2016735,2.6524062,0.001366317844917022,0.024241639304106107
ENSG00000157873,3.2013917,1.2245536,0.0013676547430220155,0.0242476081579236
ENSG00000237988,3.2004564,6.029181,0.0013721019018755219,0.024308670828841483
ENSG00000204564,3.2000167,1.8594699,0.001374196133194873,0.02432798939672092
ENSG00000109814,3.198608,0.63160187,0.001380928296128774,0.024429327142318956
ENSG00000224321,3.197616,26.578989,0.0013856859685001063,0.024495612788160887
ENSG00000172954,3.1965003,2.846773,0.0013910564159166337,0.024572626309151264
ENSG00000257913,3.193852,1.2118231,0.001403881393625678,0.02476307820663168
ENSG00000013375,3.1798315,1.0711535,0.0014736067376123277,0.025917512984595336
ENSG00000008853,3.1790876,1.8114668,0.001477393664233461,0.025965274000262627
ENSG00000246859,3.1745346,2.4666107,0.001500770367190506,0.02633792224419197
ENSG00000196449,3.1740386,1.9017749,0.001503336817549379,0.026363872004433245
ENSG00000279428,3.168877,2.472541,0.0015302923579585109,0.02677845890792958
ENSG00000167996,3.1684372,0.29446173,0.0015326081450765705,0.026780310745548496
ENSG00000120314,3.1488607,1.657449,0.001639082910828995,0.028502492101847122
ENSG00000236756,3.1488044,2.7764168,0.0016393989928195612,0.028502492101847122
ENSG00000165527,3.141659,0.6059382,0.0016799357185419703,0.029123692471089552
ENSG00000084234,3.1371734,1.5295215,0.001705852069292644,0.02953073625098323
ENSG00000114745,3.133071,1.154704,0.001729875895929379,0.029903903148177195
ENSG00000141741,3.1295772,2.9687068,0.0017505806455266426,0.03021871262463227
ENSG00000289466,3.1236827,26.254866,0.0017860286944662062,0.030804456476852357
ENSG00000149761,3.1222403,0.812406,0.0017948042348694684,0.030916045086209265
ENSG00000228716,3.1207414,0.84156823,0.0018039645389507327,0.031051764606541164
ENSG00000259291,3.1116462,1.9293532,0.0018604737577085878,0.03191114082931729
ENSG00000131771,3.1104853,1.742277,0.0018678020774336146,0.0320141804446118
ENSG00000143079,3.1100907,3.2487376,0.0018702983132512956,0.0320343108974971
ENSG00000109685,3.1069126,1.163075,0.0018905229394245182,0.03235784884173208
ENSG00000123154,3.1029003,0.8506631,0.0019163415640029455,0.032776608429905
ENSG00000168528,3.1014352,2.5095718,0.0019258501428855135,0.032916011327907835
ENSG00000196470,3.0978737,1.7010837,0.0019491442272135651,0.03326722499348448
ENSG00000267322,3.0959578,26.250948,0.0019617826002291112,0.03344473600368608
ENSG00000260704,3.0958788,6.0594196,0.001962304612858624,0.03344473600368608
ENSG00000137648,3.0908976,2.7071984,0.001995525378360124,0.03393933548767437
ENSG00000163694,3.0901873,1.7248673,0.002000302271154152,0.033996722190527365
ENSG00000135253,3.085702,1.0906341,0.002030723473572781,0.034465416040273054
ENSG00000273253,3.0765617,3.036546,0.002094030286589212,0.035490152465577726
ENSG00000138162,3.0678723,3.2384927,0.00215588809087818,0.03648750263304718
ENSG00000228363,3.066204,1.3360463,0.002167952181468048,0.03664050841705691
ENSG00000106299,3.062857,1.4827521,0.0021923487876829087,0.0370270140893958
ENSG00000138434,3.0625527,1.3202885,0.002194579092811076,0.037036797871803064
ENSG00000158941,3.060738,2.526778,0.0022079215486626226,0.03721222993976865
ENSG00000187097,3.0564666,2.321334,0.0022396241925681506,0.03772031405912557
ENSG00000259248,3.0556214,0.30424434,0.002245947027230359,0.03774810828845699
ENSG00000255949,3.0506961,1.2271712,0.0022831145010317124,0.038346197537771715
