gene,pval,qval,log2fc,mean,zero_mean,grad,ll
ENSG00000004478,0.0071244630072828,0.0080572369450309,2.5767141990411213,0.0441990866413056,False,2.119179955484894e-09,-1311.2554599730802
ENSG00000009307,0.0,0.0,-0.9339059211762382,0.3357368935258046,False,1.867881157671686e-09,-5347.1861904696
ENSG00000009413,1.4699352846037073e-13,2.4963985680896856e-13,2.6159349121944038,0.0506266030043166,False,2.4050957002881424e-10,-1488.05627114431
ENSG00000025434,1.7582638567326114e-08,2.495439638025605e-08,4.225372824628503,0.0457816873250699,False,2.2301563871873077e-10,-1383.0487867414354
ENSG00000026025,0.0,0.0,3.3445199982886105,0.819498409521702,False,5.3644365679413435e-09,-6245.454747655285
ENSG00000028116,5.048595289380842e-05,6.245299357974818e-05,3.126760535960394,0.0462819153064889,False,1.0877244975275376e-10,-1403.5571322813255
ENSG00000029364,3.1086244689504387e-15,5.5821536162873456e-15,1.2195571974035837,0.1614873722216975,False,1.7404337098312623e-09,-3464.027000174286
ENSG00000033170,0.0,0.0,2.5373271304845404,0.0443552114150392,False,6.560520833900388e-10,-1311.3902346958696
ENSG00000037474,0.0003887551372849,0.0004593545372164,3.0015973930063877,0.0274615312481973,False,2.786674649192037e-10,-926.7949881620548
ENSG00000049245,5.834334682042197e-09,8.497097894485873e-09,4.0430512678345485,0.0215250554917955,False,1.0200939877944952e-10,-756.6025359736868
ENSG00000049860,0.0,0.0,2.3084502124464428,0.1946769457895819,False,1.3247021133777239e-09,-3855.326218706649
ENSG00000057608,0.0,0.0,-0.9445165849044383,0.2937427519298181,False,9.660799370159862e-09,-4945.685553846639
ENSG00000058272,5.519937840148258e-10,8.346388600335752e-10,3.126760535960394,0.0503405605802913,False,1.463861194874045e-10,-1478.33777504669
ENSG00000060237,0.0,0.0,1.864518823510483,0.0977237070125531,False,1.0787658265446486e-10,-2377.828519058676
ENSG00000064933,0.0,0.0,1.544351295914213,0.1892738477732203,False,4.177555384326496e-10,-3848.628224679327
ENSG00000065923,5.678801873187922e-10,8.543782998399846e-10,3.124030146182553,0.0097569403895597,False,1.4939280431059785e-10,-367.3732411171037
ENSG00000065978,1.2212453270876722e-15,2.224886941348814e-15,-0.5167586518776484,1.181933973292883,False,3.4437121403671366e-09,-10799.574464659325
ENSG00000069275,2.639888307953697e-12,4.198679499316833e-12,2.5389738710582748,0.0639346114328888,False,2.698961362394104e-09,-1759.7944446215597
ENSG00000070756,0.0,0.0,-1.223514358457663,0.6762137570442374,False,2.2117084830398399e-10,-8128.4017358703695
ENSG00000071127,1.0014798990098939e-09,1.497735610161065e-09,2.576714199041122,0.064101826309697,False,1.6788209592778526e-10,-1788.3734355587203
ENSG00000075142,3.5497427219866035e-10,5.389154859743298e-10,3.1675825300667277,0.1195389287886136,False,1.4165222258862447e-09,-2736.1881237674743
ENSG00000075785,0.0,0.0,2.615934912194403,0.0809804348484343,False,7.862046949780836e-10,-2087.0168836620064
ENSG00000077254,6.587973799043745e-06,8.550712107049005e-06,3.528279030903621,0.0342982539135774,False,9.285975061657019e-11,-1108.396278294849
ENSG00000077549,1.0347278589506461e-13,1.7632607392322233e-13,1.8886818287380616,0.1075142888827928,False,3.0480331858622945e-10,-2611.5605811525456
ENSG00000079819,0.0,0.0,3.8889005880072895,0.0371480493343434,False,3.5830506122520797e-10,-1109.555005692497
ENSG00000079999,0.0324760642800296,0.0350657504402906,3.637586159726384,0.0254564840730374,False,1.5597076177582782e-10,-885.4373229393226
ENSG00000084234,0.0,0.0,3.2698613796010663,0.0994076199596716,False,1.5915604363610819e-09,-2399.543078998466
ENSG00000085274,3.548147329279772e-07,4.804383275592339e-07,3.001597393006388,0.0223910435825669,False,4.182813412993204e-11,-787.6806034524742
ENSG00000087365,0.0,0.0,1.845650872253176,0.104363584461235,False,8.863509096493027e-10,-2529.39592006368
